Account_Number,Customer_ID,Account_Type,Balance
ACC10000675,CUST0337,Savings,61694.000000000015
ACC10000676,CUST0338,Checking,6387.290000000002
ACC10000677,CUST0338,Savings,3939.3900000000017
ACC10000678,CUST0339,Checking,61013.60000000001
ACC10000679,CUST0339,Savings,62340.66999999999
ACC10000680,CUST0340,Checking,31906.63000000001
ACC10000682,CUST0341,Checking,42469.40999999999
ACC10000683,CUST0341,Savings,45721.74999999997
ACC10000684,CUST0342,Checking,-19376.820000000003
ACC10000685,CUST0342,Savings,76082.05
ACC10000686,CUST0343,Checking,8010.129999999997
ACC10000687,CUST0343,Savings,41646.26
ACC10000688,CUST0344,Checking,44301.47
ACC10000689,CUST0344,Savings,18117.879999999997
ACC10000690,CUST0345,Checking,51497.92000000001
ACC10000691,CUST0345,Savings,703.2500000000011
ACC10000692,CUST0346,Checking,2742.16
ACC10000694,CUST0347,Checking,20878.39
ACC10000695,CUST0347,Savings,50427.560000000005
ACC10000696,CUST0348,Checking,-9388.09
ACC10000698,CUST0349,Checking,-2533.54
ACC10000699,CUST0349,Savings,27276.919999999995
ACC10000700,CUST0350,Checking,-12112.539999999997
ACC10000701,CUST0350,Savings,49757.829999999994
ACC10000702,CUST0351,Checking,-3001.9300000000007
ACC10000703,CUST0351,Savings,5967.700000000001
ACC10000704,CUST0352,Checking,2673.2100000000005
ACC10000705,CUST0352,Savings,4174.009999999999
ACC10000706,CUST0353,Checking,70422.53999999998
ACC10000708,CUST0354,Checking,44050.709999999985
ACC10000709,CUST0354,Savings,53344.84
ACC10000710,CUST0355,Checking,57334.939999999995
ACC10000711,CUST0355,Savings,8166.449999999998
ACC10000712,CUST0356,Checking,45542.1
ACC10000713,CUST0356,Savings,17764.289999999994
ACC10000714,CUST0357,Checking,56475.12
ACC10000715,CUST0357,Savings,76862.38999999997
ACC10000716,CUST0358,Checking,58701.61000000001
ACC10000717,CUST0358,Savings,42717.96000000001
ACC10000718,CUST0359,Checking,2900.57
ACC10000720,CUST0360,Checking,32594.939999999988
ACC10000721,CUST0360,Savings,83338.97
ACC10000722,CUST0361,Checking,12625.769999999997
ACC10000724,CUST0362,Checking,84452.30000000002
ACC10000725,CUST0362,Savings,63694.560000000005
ACC10000726,CUST0363,Checking,-11065.32
ACC10000727,CUST0363,Savings,78424.94
ACC10000728,CUST0364,Checking,-13513.66
ACC10000729,CUST0364,Savings,56384.930000000015
ACC10000730,CUST0365,Checking,-984.6699999999985
ACC10000731,CUST0365,Savings,78713.26
ACC10000732,CUST0366,Checking,3006.5799999999986
ACC10000733,CUST0366,Savings,29995.74000000001
ACC10000734,CUST0367,Checking,58108.49999999999
ACC10000736,CUST0368,Checking,50892.02000000001
ACC10000738,CUST0369,Checking,45691.329999999994
ACC10000739,CUST0369,Savings,13701.819999999994
ACC10000740,CUST0370,Checking,954.6899999999999
ACC10000742,CUST0371,Checking,61444.009999999995
ACC10000743,CUST0371,Savings,45478.95999999999
ACC10000744,CUST0372,Checking,54494.52
ACC10000745,CUST0372,Savings,52504.7
ACC10000746,CUST0373,Checking,-6544.600000000001
ACC10000747,CUST0373,Savings,11108.67
ACC10000748,CUST0374,Checking,63683.780000000006
ACC10000749,CUST0374,Savings,28446.410000000003
ACC10000750,CUST0375,Checking,-6135.07
ACC10000751,CUST0375,Savings,56485.41
ACC10000752,CUST0376,Checking,-7855.800000000001
ACC10000753,CUST0376,Savings,41894.78999999999
ACC10000754,CUST0377,Checking,65991.96999999999
ACC10000755,CUST0377,Savings,94160.00999999998
ACC10000756,CUST0378,Checking,56441.91
ACC10000757,CUST0378,Savings,59642.33
ACC10000758,CUST0379,Checking,122.27999999999983
ACC10000760,CUST0380,Checking,50615.91000000001
ACC10000761,CUST0380,Savings,20965.949999999997
ACC10000762,CUST0381,Checking,42248.39
ACC10000764,CUST0382,Checking,36512.78000000001
ACC10000765,CUST0382,Savings,72613.69000000003
ACC10000766,CUST0383,Checking,21604.600000000006
ACC10000767,CUST0383,Savings,7593.329999999999
ACC10000768,CUST0384,Checking,-12438.079999999998
ACC10000769,CUST0384,Savings,34558.8
ACC10000770,CUST0385,Checking,36105.689999999995
ACC10000772,CUST0386,Checking,56236.94999999999
ACC10000773,CUST0386,Savings,90575.19999999998
ACC10000774,CUST0387,Checking,55455.85999999999
ACC10000775,CUST0387,Savings,7155.499999999997
ACC10000776,CUST0388,Checking,92682.29000000001
ACC10000777,CUST0388,Savings,87769.92000000003
ACC10000778,CUST0389,Checking,79091.87
ACC10000780,CUST0390,Checking,45726.07000000001
ACC10000781,CUST0390,Savings,67728.26999999999
ACC10000782,CUST0391,Checking,38222.270000000004
ACC10000783,CUST0391,Savings,53362.64000000001
ACC10000784,CUST0392,Checking,1332.0500000000002
ACC10000786,CUST0393,Checking,31866.519999999997
ACC10000787,CUST0393,Savings,91408.53999999998
ACC10000788,CUST0394,Checking,88859.18
ACC10000789,CUST0394,Savings,26140.08
ACC10000790,CUST0395,Checking,68218.62000000001
ACC10000792,CUST0396,Checking,3720.06
ACC10000794,CUST0397,Checking,13559.039999999995
ACC10000795,CUST0397,Savings,68288.05999999998
ACC10000796,CUST0398,Checking,84145.79999999999
ACC10000797,CUST0398,Savings,69432.21
ACC10000798,CUST0399,Checking,45092.33000000001
ACC10000799,CUST0399,Savings,62672.53999999999
ACC10000800,CUST0400,Checking,84670.05
ACC10000801,CUST0400,Savings,9702.810000000001
ACC10000802,CUST0401,Checking,35617.36
ACC10000803,CUST0401,Savings,25603.469999999998
ACC10000804,CUST0402,Checking,-3105.930000000001
ACC10000805,CUST0402,Savings,54806.709999999985
ACC10000806,CUST0403,Checking,58341.13
ACC10000808,CUST0404,Checking,4106.68
ACC10000810,CUST0405,Checking,46812.06000000001
ACC10000811,CUST0405,Savings,11700.07
ACC10000812,CUST0406,Checking,56698.58
ACC10000813,CUST0406,Savings,74932.67000000003
ACC10000814,CUST0407,Checking,32858.3
ACC10000816,CUST0408,Checking,43847.68
ACC10000817,CUST0408,Savings,91202.76000000002
ACC10000818,CUST0409,Checking,7556.740000000001
ACC10000819,CUST0409,Savings,91072.20999999998
ACC10000820,CUST0410,Checking,65677.17000000001
ACC10000821,CUST0410,Savings,2718.999999999999
ACC10000822,CUST0411,Checking,63018.69999999999
ACC10000823,CUST0411,Savings,65399.25999999998
ACC10000824,CUST0412,Checking,-8985.19
ACC10000825,CUST0412,Savings,89144.49999999999
ACC10000826,CUST0413,Checking,-3617.6899999999996
ACC10000828,CUST0414,Checking,2106.68
ACC10000830,CUST0415,Checking,59846.189999999995
ACC10000831,CUST0415,Savings,16067.629999999997
ACC10000832,CUST0416,Checking,-4161.099999999998
ACC10000833,CUST0416,Savings,5230.830000000002
ACC10000834,CUST0417,Checking,80474.21000000002
ACC10000836,CUST0418,Checking,2243.57
ACC10000838,CUST0419,Checking,73341.26
ACC10000839,CUST0419,Savings,4714.000000000002
ACC10000840,CUST0420,Checking,2851.87
ACC10000842,CUST0421,Checking,91486.87
ACC10000844,CUST0422,Checking,86461.01000000001
ACC10000846,CUST0423,Checking,59871.81999999999
ACC10000847,CUST0423,Savings,69589.07999999999
ACC10000848,CUST0424,Checking,81430.25
ACC10000850,CUST0425,Checking,55518.65
ACC10000851,CUST0425,Savings,24040.739999999998
ACC10000852,CUST0426,Checking,89901.91
ACC10000853,CUST0426,Savings,17580.95
ACC10000854,CUST0427,Checking,39202.70999999999
ACC10000856,CUST0428,Checking,-13455.16
ACC10000857,CUST0428,Savings,27843.699999999993
ACC10000858,CUST0429,Checking,2601.810000000001
ACC10000859,CUST0429,Savings,9173.529999999999
ACC10000860,CUST0430,Checking,24863.160000000003
ACC10000861,CUST0430,Savings,25864.930000000004
ACC10000862,CUST0431,Checking,3300.1399999999994
ACC10000863,CUST0431,Savings,57591.71000000001
ACC10000864,CUST0432,Checking,-1444.71
ACC10000865,CUST0432,Savings,48688.600000000006
ACC10000866,CUST0433,Checking,37952.02
ACC10000868,CUST0434,Checking,57079.35
ACC10000869,CUST0434,Savings,36322.509999999995
ACC10000870,CUST0435,Checking,91638.15999999999
ACC10000872,CUST0436,Checking,44282.42
ACC10000873,CUST0436,Savings,84612.46
ACC10000874,CUST0437,Checking,88556.24
ACC10000875,CUST0437,Savings,3029.5400000000013
ACC10000876,CUST0438,Checking,17195.59
ACC10000877,CUST0438,Savings,94118.42
ACC10000878,CUST0439,Checking,-6820.889999999997
ACC10000879,CUST0439,Savings,82547.03000000001
ACC10000880,CUST0440,Checking,53576.35999999999
ACC10000881,CUST0440,Savings,91766.96
ACC10000882,CUST0441,Checking,50531.47000000001
ACC10000883,CUST0441,Savings,81998.92000000003
ACC10000884,CUST0442,Checking,49108.36999999998
ACC10000885,CUST0442,Savings,60203.73999999999
ACC10000886,CUST0443,Checking,27338.11
ACC10000887,CUST0443,Savings,14937.219999999996
ACC10000888,CUST0444,Checking,640.5200000000001
ACC10000890,CUST0445,Checking,19927.79
ACC10000891,CUST0445,Savings,29008.36
ACC10000892,CUST0446,Checking,64943.36
ACC10000893,CUST0446,Savings,54849.97000000002
ACC10000894,CUST0447,Checking,74687.22
ACC10000895,CUST0447,Savings,50707.19
ACC10000896,CUST0448,Checking,34515.6
ACC10000898,CUST0449,Checking,37171.22
ACC10000900,CUST0450,Checking,41495.159999999996
ACC10000901,CUST0450,Savings,95795.03000000001
ACC10000902,CUST0451,Checking,48716.58999999999
ACC10000903,CUST0451,Savings,50342.479999999996
ACC10000904,CUST0452,Checking,6521.200000000001
ACC10000905,CUST0452,Savings,53524.8
ACC10000906,CUST0453,Checking,44341.810000000005
ACC10000907,CUST0453,Savings,9543.479999999998
ACC10000908,CUST0454,Checking,2541.86
ACC10000910,CUST0455,Checking,43438.27
ACC10000911,CUST0455,Savings,67944.43000000004
ACC10000912,CUST0456,Checking,-5718.300000000001
ACC10000914,CUST0457,Checking,1914.05
ACC10000916,CUST0458,Checking,-8530.369999999999
ACC10000918,CUST0459,Checking,42213.479999999996
ACC10000919,CUST0459,Savings,44243.79999999999
ACC10000920,CUST0460,Checking,-5356.629999999999
ACC10000922,CUST0461,Checking,-10499.609999999999
ACC10000924,CUST0462,Checking,62135.06
ACC10000925,CUST0462,Savings,44512.79
ACC10000926,CUST0463,Checking,42635.92999999999
ACC10000927,CUST0463,Savings,12837.779999999997
ACC10000928,CUST0464,Checking,56108.07
ACC10000930,CUST0465,Checking,50060.23
ACC10000931,CUST0465,Savings,29583.670000000002
ACC10000932,CUST0466,Checking,4035.1899999999996
ACC10000934,CUST0467,Checking,-20958.38
ACC10000935,CUST0467,Savings,74540.70999999998
ACC10000936,CUST0468,Checking,-16605.760000000002
ACC10000937,CUST0468,Savings,92048.45999999998
ACC10000938,CUST0469,Checking,50490.13999999999
ACC10000939,CUST0469,Savings,19224.899999999994
ACC10000940,CUST0470,Checking,40248.41
ACC10000941,CUST0470,Savings,80638.2
ACC10000942,CUST0471,Checking,45455.18000000001
ACC10000943,CUST0471,Savings,26519.249999999993
ACC10000944,CUST0472,Checking,-12004.880000000001
ACC10000945,CUST0472,Savings,21594.189999999995
ACC10000946,CUST0473,Checking,-12538.449999999999
ACC10000947,CUST0473,Savings,90205.19
ACC10000948,CUST0474,Checking,79162.50999999998
ACC10000950,CUST0475,Checking,7681.949999999999
ACC10000951,CUST0475,Savings,50406.320000000014
ACC10000952,CUST0476,Checking,40505.42
ACC10000953,CUST0476,Savings,77212.99999999999
ACC10000954,CUST0477,Checking,-18497.849999999995
ACC10000955,CUST0477,Savings,26215.519999999997
ACC10000956,CUST0478,Checking,62060.31
ACC10000957,CUST0478,Savings,84271.23000000001
ACC10000958,CUST0479,Checking,108348.16
ACC10000960,CUST0480,Checking,74667.42
ACC10000961,CUST0480,Savings,39392.03999999999
ACC10000962,CUST0481,Checking,53743.799999999996
ACC10000963,CUST0481,Savings,61049.250000000015
ACC10000964,CUST0482,Checking,30775.870000000006
ACC10000965,CUST0482,Savings,55529.18000000001
ACC10000966,CUST0483,Checking,25088.50000000001
ACC10000967,CUST0483,Savings,91376.71
ACC10000968,CUST0484,Checking,66588.84999999999
ACC10000970,CUST0485,Checking,47914.59
ACC10000971,CUST0485,Savings,65286.939999999995
ACC10000972,CUST0486,Checking,35698.86000000001
ACC10000973,CUST0486,Savings,81178.28000000001
ACC10000974,CUST0487,Checking,-19815.359999999997
ACC10000976,CUST0488,Checking,25621.199999999993
ACC10000978,CUST0489,Checking,79454.31
ACC10000979,CUST0489,Savings,48916.939999999995
ACC10000980,CUST0490,Checking,75988.62000000001
ACC10000981,CUST0490,Savings,58443.70000000001
ACC10000982,CUST0491,Checking,-6400.91
ACC10000983,CUST0491,Savings,41241.03999999998
ACC10000984,CUST0492,Checking,85607.03
ACC10000985,CUST0492,Savings,1454.0599999999981
ACC10000986,CUST0493,Checking,-1458.6300000000024
ACC10000987,CUST0493,Savings,39169.729999999996
ACC10000988,CUST0494,Checking,35599.31000000002
ACC10000989,CUST0494,Savings,75742.95000000003
ACC10000990,CUST0495,Checking,-5201.41
ACC10000991,CUST0495,Savings,84897.83000000003
ACC10000992,CUST0496,Checking,68854.54
ACC10000994,CUST0497,Checking,39871.450000000004
ACC10000995,CUST0497,Savings,69866.5
ACC10000996,CUST0498,Checking,49987.57000000001
ACC10000997,CUST0498,Savings,75590.58000000002
ACC10000998,CUST0499,Checking,1754.2399999999998
ACC10000999,CUST0499,Savings,8297.14
ACC10001000,CUST0500,Checking,-2279.630000000001
ACC10001002,CUST0501,Checking,59155.32000000001
ACC10001003,CUST0501,Savings,89967.43
ACC10001004,CUST0502,Checking,864.05
ACC10001006,CUST0503,Checking,28234.269999999993
ACC10001007,CUST0503,Savings,19761.159999999993
ACC10001008,CUST0504,Checking,-13406.360000000002
ACC10001009,CUST0504,Savings,86515.44
ACC10001010,CUST0505,Checking,33390.7
ACC10001012,CUST0506,Checking,1193.0800000000022
ACC10001013,CUST0506,Savings,62300.77000000001
ACC10001014,CUST0507,Checking,44720.29000000001
ACC10001016,CUST0508,Checking,-3942.4499999999985
ACC10001017,CUST0508,Savings,43921.52
ACC10001018,CUST0509,Checking,65896.78
ACC10001019,CUST0509,Savings,20171.319999999996
ACC10001020,CUST0510,Checking,1930.0700000000002
ACC10001022,CUST0511,Checking,74249.09999999999
ACC10001023,CUST0511,Savings,545.1799999999988
ACC10001024,CUST0512,Checking,53253.210000000014
ACC10001025,CUST0512,Savings,92498.80999999998
ACC10001026,CUST0513,Checking,-11386.990000000002
ACC10001027,CUST0513,Savings,5321.469999999998
ACC10001028,CUST0514,Checking,38714.66
ACC10001029,CUST0514,Savings,47568.99999999999
ACC10001030,CUST0515,Checking,47018.50000000001
ACC10001032,CUST0516,Checking,5007.019999999996
ACC10001033,CUST0516,Savings,76267.84000000004
ACC10001034,CUST0517,Checking,58662.81
ACC10001036,CUST0518,Checking,3399.7100000000005
ACC10001037,CUST0518,Savings,4458.630000000001
ACC10001038,CUST0519,Checking,1850.5900000000004
ACC10001040,CUST0520,Checking,67258.93999999999
ACC10001041,CUST0520,Savings,59098.83
ACC10001042,CUST0521,Checking,-5714.630000000001
ACC10001043,CUST0521,Savings,33131.46999999998
ACC10001044,CUST0522,Checking,64866.69
ACC10001045,CUST0522,Savings,68606.58999999998
ACC10001046,CUST0523,Checking,4655.190000000001
ACC10001047,CUST0523,Savings,44195.810000000005
ACC10001048,CUST0524,Checking,3764.87
ACC10001050,CUST0525,Checking,38088.35999999999
ACC10001052,CUST0526,Checking,28362.030000000002
ACC10001053,CUST0526,Savings,52590.409999999996
ACC10001054,CUST0527,Checking,-19085.550000000003
ACC10001056,CUST0528,Checking,52686.67
ACC10001057,CUST0528,Savings,31052.519999999997
ACC10001058,CUST0529,Checking,66513.98999999999
ACC10001059,CUST0529,Savings,74133.18999999999
ACC10001060,CUST0530,Checking,46086.21
ACC10001061,CUST0530,Savings,24643.479999999996
ACC10001062,CUST0531,Checking,-5546.96
ACC10001063,CUST0531,Savings,68484.49
ACC10001064,CUST0532,Checking,-13983.939999999997
ACC10001065,CUST0532,Savings,78848.51999999999
ACC10001066,CUST0533,Checking,3859.3
ACC10001068,CUST0534,Checking,-607.1600000000001
ACC10001069,CUST0534,Savings,51401.34
ACC10001070,CUST0535,Checking,40158.77
ACC10001071,CUST0535,Savings,25255.829999999994
ACC10001072,CUST0536,Checking,59691.16000000001
ACC10001073,CUST0536,Savings,60758.25000000001
ACC10001074,CUST0537,Checking,845.34
ACC10001076,CUST0538,Checking,37448.83000000001
ACC10001077,CUST0538,Savings,41663.96
ACC10001078,CUST0539,Checking,-13170.449999999999
ACC10001079,CUST0539,Savings,69814.93
ACC10001080,CUST0540,Checking,40180.61
ACC10001082,CUST0541,Checking,236.83999999999997
ACC10001083,CUST0541,Savings,13876.470000000001
ACC10001084,CUST0542,Checking,33560.100000000006
ACC10001085,CUST0542,Savings,73476.83
ACC10001086,CUST0543,Checking,65457.28000000001
ACC10001087,CUST0543,Savings,9088.579999999998
ACC10001088,CUST0544,Checking,-12663.540000000003
ACC10001089,CUST0544,Savings,81092.20000000003
ACC10001090,CUST0545,Checking,24369.109999999993
ACC10001092,CUST0546,Checking,33367.310000000005
ACC10001093,CUST0546,Savings,18727.870000000003
ACC10001094,CUST0547,Checking,77027.81
ACC10001095,CUST0547,Savings,40438.19999999998
ACC10001096,CUST0548,Checking,48547.64
ACC10001097,CUST0548,Savings,61173.76000000001
ACC10001098,CUST0549,Checking,-22105.139999999996
ACC10001099,CUST0549,Savings,27679.620000000003
ACC10001100,CUST0550,Checking,39404.19
ACC10001102,CUST0551,Checking,62235.579999999994
ACC10001103,CUST0551,Savings,82088.81
ACC10001104,CUST0552,Checking,58371.729999999996
ACC10001105,CUST0552,Savings,84654.64000000006
ACC10001106,CUST0553,Checking,80036.09000000001
ACC10001108,CUST0554,Checking,58823.17999999999
ACC10001109,CUST0554,Savings,61290.74
ACC10001110,CUST0555,Checking,72482.7
ACC10001112,CUST0556,Checking,35101.05
ACC10001113,CUST0556,Savings,55130.929999999986
ACC10001114,CUST0557,Checking,-15673.490000000002
ACC10001115,CUST0557,Savings,81436.21000000002
ACC10001116,CUST0558,Checking,52141.29999999998
ACC10001117,CUST0558,Savings,55014.930000000015
ACC10001118,CUST0559,Checking,66767.48
ACC10001119,CUST0559,Savings,62787.46000000001
ACC10001120,CUST0560,Checking,2077.1899999999996
ACC10001121,CUST0560,Savings,32894.61
ACC10001122,CUST0561,Checking,68364.15000000002
ACC10001124,CUST0562,Checking,98147.45999999999
ACC10001126,CUST0563,Checking,3759.36
ACC10001128,CUST0564,Checking,48607.329999999994
ACC10001129,CUST0564,Savings,39675.95999999999
ACC10001130,CUST0565,Checking,75676.31
ACC10001131,CUST0565,Savings,48677.78000000001
ACC10001132,CUST0566,Checking,-10395.98
ACC10001133,CUST0566,Savings,9387.400000000001
ACC10001134,CUST0567,Checking,-5199.1
ACC10001135,CUST0567,Savings,10384.13
ACC10001136,CUST0568,Checking,4908.73
ACC10001137,CUST0568,Savings,45012.409999999996
ACC10001138,CUST0569,Checking,-6546.35
ACC10001140,CUST0570,Checking,51118.479999999996
ACC10001141,CUST0570,Savings,55746.49999999999
ACC10001142,CUST0571,Checking,60632.9
ACC10001143,CUST0571,Savings,83480.01999999997
ACC10001144,CUST0572,Checking,88395.42000000001
ACC10001145,CUST0572,Savings,46706.08
ACC10001146,CUST0573,Checking,61662.64000000001
ACC10001148,CUST0574,Checking,2464.0
ACC10001150,CUST0575,Checking,-12925.04
ACC10001151,CUST0575,Savings,54673.34
ACC10001152,CUST0576,Checking,1183.71
ACC10001154,CUST0577,Checking,64085.43000000001
ACC10001155,CUST0577,Savings,74181.68999999997
ACC10001156,CUST0578,Checking,1295.459999999995
ACC10001157,CUST0578,Savings,79881.26
ACC10001158,CUST0579,Checking,-13022.51
ACC10001159,CUST0579,Savings,31787.780000000002
ACC10001160,CUST0580,Checking,67281.01000000001
ACC10001161,CUST0580,Savings,50872.330000000016
ACC10001162,CUST0581,Checking,2205.0
ACC10001164,CUST0582,Checking,53880.02
ACC10001165,CUST0582,Savings,899.1599999999994
ACC10001166,CUST0583,Checking,65805.18000000001
ACC10001167,CUST0583,Savings,41373.03
ACC10001168,CUST0584,Checking,101019.08
ACC10001169,CUST0584,Savings,74253.54000000002
ACC10001170,CUST0585,Checking,58565.46000000001
ACC10001171,CUST0585,Savings,58904.77000000001
ACC10001172,CUST0586,Checking,66071.19999999998
ACC10001173,CUST0586,Savings,36205.990000000005
ACC10001174,CUST0587,Checking,49520.31000000001
ACC10001175,CUST0587,Savings,94580.31999999999
ACC10001176,CUST0588,Checking,33684.78999999999
ACC10001177,CUST0588,Savings,47016.210000000014
ACC10001178,CUST0589,Checking,3649.72
ACC10001180,CUST0590,Checking,27658.170000000002
ACC10001181,CUST0590,Savings,77627.06999999999
ACC10001182,CUST0591,Checking,63640.22000000001
ACC10001184,CUST0592,Checking,34873.229999999996
ACC10001185,CUST0592,Savings,5387.489999999997
ACC10001186,CUST0593,Checking,-22399.720000000005
ACC10001188,CUST0594,Checking,56787.96000000001
ACC10001189,CUST0594,Savings,60427.41000000001
ACC10001190,CUST0595,Checking,-5650.969999999999
ACC10001191,CUST0595,Savings,89107.51999999997
ACC10001192,CUST0596,Checking,44068.45999999999
ACC10001193,CUST0596,Savings,3218.99
ACC10001194,CUST0597,Checking,50535.32000000001
ACC10001196,CUST0598,Checking,41122.700000000004
ACC10001197,CUST0598,Savings,39502.189999999995
ACC10001198,CUST0599,Checking,58660.77
ACC10001200,CUST0600,Checking,-4418.839999999997
ACC10001201,CUST0600,Savings,70013.74000000003
ACC10001202,CUST0601,Checking,2399.5199999999995
ACC10001204,CUST0602,Checking,-7018.51
ACC10001205,CUST0602,Savings,38302.270000000004
ACC10001206,CUST0603,Checking,74010.34000000001
ACC10001207,CUST0603,Savings,31106.859999999993
ACC10001208,CUST0604,Checking,80865.89999999998
ACC10001209,CUST0604,Savings,90911.95999999999
ACC10001210,CUST0605,Checking,2903.4800000000023
ACC10001212,CUST0606,Checking,912.77
ACC10001213,CUST0606,Savings,9181.380000000001
ACC10001214,CUST0607,Checking,1759.5400000000018
ACC10001215,CUST0607,Savings,32315.329999999998
ACC10001216,CUST0608,Checking,30456.24
ACC10001217,CUST0608,Savings,56268.58
ACC10001218,CUST0609,Checking,22245.5
ACC10001219,CUST0609,Savings,64204.439999999995
ACC10001220,CUST0610,Checking,-9845.71
ACC10001221,CUST0610,Savings,60836.96
ACC10001222,CUST0611,Checking,62421.93
ACC10001223,CUST0611,Savings,28437.350000000006
ACC10001224,CUST0612,Checking,37603.32999999997
ACC10001225,CUST0612,Savings,33607.5
ACC10001226,CUST0613,Checking,71244.40999999999
ACC10001227,CUST0613,Savings,78016.25
ACC10001228,CUST0614,Checking,35221.28
ACC10001230,CUST0615,Checking,2054.86
ACC10001231,CUST0615,Savings,8829.24
ACC10001232,CUST0616,Checking,1357.9299999999998
ACC10001234,CUST0617,Checking,-20983.869999999995
ACC10001235,CUST0617,Savings,77945.62000000002
ACC10001236,CUST0618,Checking,71764.0
ACC10001238,CUST0619,Checking,71135.3
ACC10001240,CUST0620,Checking,1651.8400000000001
ACC10001241,CUST0620,Savings,49084.560000000005
ACC10001242,CUST0621,Checking,33924.31000000001
ACC10001244,CUST0622,Checking,77961.81
ACC10001245,CUST0622,Savings,19477.649999999998
ACC10001246,CUST0623,Checking,-8511.289999999999
ACC10001247,CUST0623,Savings,68410.82000000004
ACC10001248,CUST0624,Checking,89544.26
ACC10001249,CUST0624,Savings,22016.429999999997
ACC10001250,CUST0625,Checking,83257.21
ACC10001251,CUST0625,Savings,85775.16999999998
ACC10001252,CUST0626,Checking,3499.2999999999997
ACC10001253,CUST0626,Savings,4144.46
ACC10001254,CUST0627,Checking,40314.84
ACC10001255,CUST0627,Savings,15139.599999999999
ACC10001256,CUST0628,Checking,53199.040000000015
ACC10001257,CUST0628,Savings,47099.71000000001
ACC10001258,CUST0629,Checking,56127.530000000006
ACC10001259,CUST0629,Savings,73230.22000000002
ACC10001260,CUST0630,Checking,7524.95
ACC10001262,CUST0631,Checking,23626.59
ACC10001263,CUST0631,Savings,78112.42
ACC10001264,CUST0632,Checking,82762.18999999999
ACC10001265,CUST0632,Savings,72750.49999999999
ACC10001266,CUST0633,Checking,3813.2400000000002
ACC10001268,CUST0634,Checking,57250.369999999995
ACC10001269,CUST0634,Savings,81372.04999999999
ACC10001270,CUST0635,Checking,28518.51
ACC10001271,CUST0635,Savings,56595.63999999999
ACC10001272,CUST0636,Checking,25942.789999999997
ACC10001273,CUST0636,Savings,82391.58999999998
ACC10001274,CUST0637,Checking,69590.51
ACC10001275,CUST0637,Savings,62741.98
ACC10001276,CUST0638,Checking,52000.23999999999
ACC10001278,CUST0639,Checking,-20202.909999999996
ACC10001279,CUST0639,Savings,45506.36
ACC10001280,CUST0640,Checking,4465.74
ACC10001282,CUST0641,Checking,607.9999999999999
ACC10001284,CUST0642,Checking,97300.28
ACC10001286,CUST0643,Checking,50348.67
ACC10001288,CUST0644,Checking,22202.17
ACC10001289,CUST0644,Savings,32410.479999999996
ACC10001290,CUST0645,Checking,-16998.609999999997
ACC10001291,CUST0645,Savings,28743.109999999993
ACC10001292,CUST0646,Checking,2251.790000000001
ACC10001293,CUST0646,Savings,19341.139999999996
ACC10001294,CUST0647,Checking,13717.749999999996
ACC10001295,CUST0647,Savings,76752.66
ACC10001296,CUST0648,Checking,51663.29
ACC10001297,CUST0648,Savings,64050.009999999995
ACC10001298,CUST0649,Checking,47201.92999999999
ACC10001299,CUST0649,Savings,13985.320000000002
ACC10001300,CUST0650,Checking,3654.25
ACC10001301,CUST0650,Savings,4718.37
ACC10001302,CUST0651,Checking,4397.179999999999
ACC10001304,CUST0652,Checking,75017.03000000003
ACC10001305,CUST0652,Savings,48755.8
ACC10001306,CUST0653,Checking,49557.130000000005
ACC10001308,CUST0654,Checking,32317.46
ACC10001309,CUST0654,Savings,600.730000000001
ACC10001310,CUST0655,Checking,106269.93
ACC10001311,CUST0655,Savings,36832.83999999999
ACC10001312,CUST0656,Checking,3107.07
ACC10001314,CUST0657,Checking,49579.850000000006
ACC10001316,CUST0658,Checking,52640.56999999999
ACC10001317,CUST0658,Savings,81954.37
ACC10001318,CUST0659,Checking,63318.610000000015
ACC10001319,CUST0659,Savings,87596.81000000001
ACC10001320,CUST0660,Checking,2247.460000000001
ACC10001321,CUST0660,Savings,38895.14000000001
ACC10001322,CUST0661,Checking,4190.54
ACC10001324,CUST0662,Checking,4604.150000000001
ACC10001326,CUST0663,Checking,44238.39
ACC10001327,CUST0663,Savings,53192.22000000001
ACC10001328,CUST0664,Checking,-13015.600000000002
ACC10001329,CUST0664,Savings,41230.159999999996
ACC10001330,CUST0665,Checking,42651.02
ACC10001331,CUST0665,Savings,96702.31999999999
ACC10001332,CUST0666,Checking,58935.939999999995
ACC10001333,CUST0666,Savings,62417.17000000001
ACC10001334,CUST0667,Checking,50463.36
ACC10001335,CUST0667,Savings,72301.21999999999
ACC10001336,CUST0668,Checking,-309.2999999999995
ACC10001338,CUST0669,Checking,-11880.57
ACC10001340,CUST0670,Checking,5011.32
ACC10001342,CUST0671,Checking,72380.34
ACC10001343,CUST0671,Savings,36299.08
ACC10001344,CUST0672,Checking,13838.01
ACC10001345,CUST0672,Savings,87080.24999999999
ACC10001346,CUST0673,Checking,1902.3400000000006
ACC10001348,CUST0674,Checking,42997.87
ACC10001350,CUST0675,Checking,-6429.550000000001
ACC10001352,CUST0676,Checking,592.9599999999963
ACC10001353,CUST0676,Savings,1862.2200000000046
ACC10001354,CUST0677,Checking,33384.490000000005
ACC10001355,CUST0677,Savings,17084.679999999997
ACC10001356,CUST0678,Checking,-2741.02
ACC10001357,CUST0678,Savings,78717.54
