Customer_ID,Name,Income,Segment,Join_Date,State
CUST0452,Karen King,59327,Retired,2022-01-26,VA
CUST0453,Mark Davis,50357,Salary,2022-07-25,MA
CUST0454,Christopher Wright,17520,Student,2023-06-25,AZ
CUST0455,Kenneth Walker,61744,Salary,2024-04-05,CA
CUST0456,Robert Sanchez,80356,Business,2022-04-11,WA
CUST0457,Betty Johnson,14465,Student,2023-09-13,WA
CUST0458,George Baker,29471,Retired,2023-04-12,FL
CUST0459,Donald Roberts,61159,Salary,2024-05-03,WA
CUST0460,Mark Mitchell,9011,Student,2024-02-05,NJ
CUST0461,Richard Jones,218236,Business,2024-04-06,MI
CUST0462,Joshua Johnson,75882,Salary,2023-02-16,PA
CUST0463,Betty Rivera,57507,Salary,2024-08-08,OH
CUST0464,Mary Thomas,80349,Salary,2024-07-02,AZ
CUST0465,Donna Scott,72192,Salary,2023-06-14,AZ
CUST0466,Anthony Brown,13895,Student,2023-03-15,PA
CUST0467,Amanda Wilson,150708,Business,2024-11-17,NC
CUST0468,John Walker,157875,Business,2022-01-18,IL
CUST0469,Melissa Rivera,61737,Salary,2024-02-11,NC
CUST0470,Nancy Baker,60605,Salary,2022-01-16,CO
CUST0471,Betty Scott,68124,Salary,2022-08-10,MI
CUST0472,Daniel Moore,40000,Business,2023-09-04,NC
CUST0473,Patricia Hill,44240,Business,2022-10-14,CO
CUST0474,Charles Clark,109172,Salary,2022-03-14,CO
CUST0475,Joseph Perez,202248,Business,2024-09-01,GA
CUST0476,Richard Nelson,68774,Salary,2024-08-22,PA
CUST0477,Ronald Lopez,148828,Business,2023-04-01,WA
CUST0478,Lisa White,82781,Salary,2024-08-07,NC
CUST0479,Donna Nguyen,151972,Salary,2023-02-03,TX
CUST0480,Anthony King,102989,Salary,2022-11-05,MI
CUST0481,Joshua Robinson,71802,Salary,2023-01-05,IL
CUST0482,Susan Lee,51111,Salary,2023-07-15,CA
CUST0483,Richard Young,34839,Salary,2024-06-07,TX
CUST0484,Anthony Smith,80087,Salary,2024-02-04,CA
CUST0485,Ronald King,56091,Salary,2022-01-09,OH
CUST0486,Matthew Martin,39444,Salary,2024-10-27,IL
CUST0487,Nancy Jackson,87671,Business,2024-12-09,VA
CUST0488,David Perez,47961,Salary,2023-01-21,NJ
CUST0489,Margaret Johnson,117179,Salary,2022-09-26,GA
CUST0490,Elizabeth White,97041,Salary,2023-06-08,CA
CUST0491,Patricia Nelson,119601,Business,2022-02-10,FL
CUST0492,Elizabeth Scott,111999,Salary,2022-11-10,NC
CUST0493,Mark Nelson,123868,Business,2023-07-07,FL
CUST0494,William Allen,53468,Salary,2022-08-06,FL
CUST0495,Kimberly Gonzalez,196156,Business,2023-08-28,AZ
CUST0496,George Walker,88473,Salary,2022-01-27,WA
CUST0497,Joshua Nelson,49069,Salary,2022-07-04,NJ
CUST0498,Charles Adams,70242,Salary,2023-08-30,GA
CUST0499,Robert Jackson,10622,Student,2023-10-03,AZ
CUST0500,Robert Smith,50860,Business,2022-12-16,IL
CUST0501,Michelle Moore,98154,Salary,2023-12-03,TX
CUST0502,Karen Harris,24547,Student,2022-12-08,NJ
CUST0503,Patricia Hernandez,40036,Salary,2024-09-15,FL
CUST0504,Anthony Roberts,148148,Business,2022-09-25,AZ
CUST0505,Donald Williams,58734,Salary,2023-10-06,TX
CUST0506,Kimberly Roberts,37693,Retired,2023-11-24,GA
CUST0507,Sandra Nelson,60190,Salary,2024-02-28,GA
CUST0508,Michelle Brown,76800,Business,2022-11-18,NY
CUST0509,Richard Jones,76213,Salary,2023-11-09,NJ
CUST0510,Carol Harris,10845,Student,2022-06-11,CO
CUST0511,Donald Garcia,81761,Salary,2022-09-01,NJ
CUST0512,Margaret Clark,73744,Salary,2022-01-01,CA
CUST0513,Kevin Martin,108053,Business,2024-07-23,OH
CUST0514,Thomas Robinson,52311,Salary,2024-08-26,WA
CUST0515,William Carter,60581,Salary,2023-12-29,GA
CUST0516,Christopher Scott,157770,Business,2022-04-04,AZ
CUST0517,Deborah Campbell,87523,Salary,2023-02-06,MA
CUST0518,Margaret Wilson,10112,Student,2023-01-26,VA
CUST0519,Kevin Baker,15497,Student,2024-07-11,FL
CUST0520,Paul Rodriguez,93785,Salary,2022-04-10,NJ
CUST0521,Paul Roberts,40000,Business,2022-12-22,PA
CUST0522,Kenneth Hill,88584,Salary,2024-02-27,WA
CUST0523,Sarah Moore,35061,Retired,2023-08-26,CO
CUST0524,George Mitchell,17853,Student,2023-10-05,MI
CUST0525,Kevin Wilson,55919,Salary,2023-08-19,OH
CUST0526,David Rivera,30000,Salary,2023-10-23,PA
CUST0527,Donna Torres,40000,Business,2024-12-29,MA
CUST0528,John King,76202,Salary,2022-10-25,FL
CUST0529,Richard Jackson,81493,Salary,2022-05-08,NC
CUST0530,Robert Thompson,52392,Salary,2023-04-05,VA
CUST0531,George Jackson,54579,Retired,2024-03-04,CA
CUST0532,Emily Brown,40000,Business,2023-02-20,NY
CUST0533,Thomas Green,14670,Student,2023-02-07,AZ
CUST0534,Christopher Lewis,26835,Retired,2022-06-02,PA
CUST0535,Anthony Williams,58704,Salary,2023-06-26,MA
CUST0536,Lisa Robinson,76185,Salary,2023-10-23,IL
CUST0537,Brian Martin,10698,Student,2024-01-04,NJ
CUST0538,Kimberly Anderson,65386,Salary,2024-10-31,PA
CUST0539,Matthew Anderson,170315,Business,2023-11-10,OH
CUST0540,Kimberly Walker,60578,Salary,2023-12-10,NY
CUST0541,Michelle Flores,57535,Retired,2023-10-20,GA
CUST0542,Charles Wright,46757,Salary,2024-11-24,MI
CUST0543,Donald Young,88245,Salary,2023-01-30,CA
CUST0544,Stephanie Wright,192078,Business,2023-03-08,NY
CUST0545,Sandra Miller,30000,Salary,2024-06-10,OH
CUST0546,Deborah Baker,55078,Salary,2023-11-11,IL
CUST0547,Charles Scott,89427,Salary,2023-04-12,TX
CUST0548,Margaret Ramirez,69924,Salary,2022-08-31,WA
CUST0549,Ronald Mitchell,138557,Business,2022-05-29,CA
CUST0550,Amanda Martin,59900,Salary,2024-06-15,TX
CUST0551,Mary Walker,77165,Salary,2022-10-07,PA
CUST0552,Christopher Green,71108,Salary,2024-02-04,IL
CUST0553,Barbara Davis,104195,Salary,2024-03-18,CA
CUST0554,Nancy Wilson,81361,Salary,2024-11-15,AZ
CUST0555,Charles Gonzalez,83440,Salary,2022-04-22,FL
CUST0556,Emily Robinson,64703,Salary,2022-05-18,TX
CUST0557,Lisa Thompson,95620,Business,2023-04-26,IL
CUST0558,Daniel Young,64186,Salary,2023-09-19,VA
CUST0559,Daniel Ramirez,84861,Salary,2023-05-20,PA
CUST0560,Karen White,98951,Business,2023-11-11,IL
CUST0561,Nancy Young,82244,Salary,2022-06-17,FL
CUST0562,David Wright,126885,Salary,2022-06-06,OH
CUST0563,Paul Green,19356,Student,2024-04-09,NY
CUST0564,Robert Scott,66849,Salary,2024-08-24,NC
CUST0565,Stephanie Nguyen,105030,Salary,2024-10-23,MI
CUST0566,Brian Thomas,12960,Student,2022-10-15,PA
CUST0567,Brian Martinez,20000,Retired,2022-03-24,NJ
CUST0568,Betty Anderson,69596,Business,2024-11-26,CA
CUST0569,Ashley Williams,20000,Retired,2023-10-26,CA
CUST0570,Kevin Moore,66212,Salary,2022-12-23,NC
CUST0571,Michael King,75460,Salary,2023-04-02,NC
CUST0572,Dorothy Walker,116911,Salary,2022-10-12,NY
CUST0573,Karen Wilson,83173,Salary,2024-01-12,IL
CUST0574,Brian Anderson,13904,Student,2022-08-21,MA
CUST0575,Jessica Nguyen,161470,Business,2024-04-21,PA
CUST0576,Richard Rodriguez,5000,Student,2022-10-28,CA
CUST0577,Susan King,80890,Salary,2022-02-08,CO
CUST0578,Jennifer Wilson,158543,Business,2024-08-23,VA
CUST0579,Kenneth Martinez,46071,Business,2024-11-12,PA
CUST0580,Ashley Hill,103594,Salary,2024-02-29,TX
CUST0581,Paul Baker,16692,Student,2022-07-17,MA
CUST0582,Kenneth Williams,64618,Salary,2022-09-24,FL
CUST0583,Stephanie Baker,90820,Salary,2024-01-29,MA
CUST0584,Steven Roberts,131767,Salary,2022-07-20,CO
CUST0585,Jennifer Jackson,79547,Salary,2022-01-12,MA
CUST0586,Elizabeth King,81206,Salary,2023-02-25,NY
CUST0587,Barbara Ramirez,63516,Salary,2024-05-17,NC
CUST0588,Margaret Carter,53754,Salary,2024-09-15,OH
CUST0589,Nancy Torres,19152,Student,2024-03-26,AZ
CUST0590,Brian Davis,53598,Salary,2022-11-28,GA
CUST0591,Emily Flores,76789,Salary,2022-01-11,CA
CUST0592,Steven Hill,63059,Salary,2023-06-23,MA
CUST0593,Anthony Sanchez,143949,Business,2022-04-28,MI
CUST0594,Kevin Young,83342,Salary,2024-11-27,VA
CUST0595,Kimberly Hall,171877,Business,2022-03-15,GA
CUST0596,Jennifer Moore,62250,Salary,2024-03-20,CO
CUST0597,Melissa Jones,68253,Salary,2023-12-14,TX
CUST0598,Thomas Hill,50531,Salary,2024-04-07,OH
CUST0599,William Scott,63893,Salary,2023-11-28,TX
CUST0600,Charles Wright,138865,Business,2024-02-12,NC
CUST0601,Stephanie Robinson,18785,Student,2022-02-26,VA
CUST0602,Anthony Green,73892,Business,2023-04-16,GA
CUST0603,Andrew Smith,96740,Salary,2022-07-10,NC
CUST0604,Emily Lopez,108891,Salary,2023-03-24,NJ
CUST0605,Amanda Gonzalez,140672,Business,2023-04-26,NJ
CUST0606,Jessica Anderson,24384,Student,2023-12-31,OH
CUST0607,Amanda Nelson,81311,Business,2022-03-28,NJ
CUST0608,Joshua Moore,43884,Salary,2024-11-12,NJ
CUST0609,Patricia King,30532,Salary,2022-03-08,MA
CUST0610,Susan Robinson,194802,Business,2024-07-31,FL
CUST0611,Anthony Nguyen,91359,Salary,2023-06-16,FL
CUST0612,Michelle Perez,73610,Salary,2024-05-18,AZ
CUST0613,Margaret Moore,81999,Salary,2022-09-26,VA
CUST0614,Edward Moore,46863,Salary,2024-02-20,GA
CUST0615,Deborah Martinez,27229,Student,2022-12-28,NJ
CUST0616,Kevin King,15646,Student,2023-09-07,WA
CUST0617,Patricia Sanchez,125470,Business,2022-05-03,FL
CUST0618,William Lewis,93144,Salary,2024-01-08,WA
CUST0619,Charles Thompson,87025,Salary,2023-12-21,NY
CUST0620,Joseph Torres,48358,Retired,2023-08-06,PA
CUST0621,Deborah Lewis,55238,Salary,2023-08-10,TX
CUST0622,Richard Green,86787,Salary,2024-04-08,WA
CUST0623,Thomas Lee,214101,Business,2023-07-02,WA
CUST0624,Stephanie White,108636,Salary,2023-01-12,VA
CUST0625,Charles Mitchell,114830,Salary,2024-03-24,TX
CUST0626,Emily Brown,12444,Student,2024-12-09,NY
CUST0627,Barbara Garcia,50260,Salary,2023-05-22,CO
CUST0628,Kimberly Hernandez,71855,Salary,2024-01-01,NY
CUST0629,Andrew Moore,76393,Salary,2022-12-29,VA
CUST0630,Joshua Ramirez,61413,Retired,2024-09-13,MI
CUST0631,Donald Martin,32688,Salary,2022-11-15,AZ
CUST0632,David Thompson,113239,Salary,2022-01-18,MI
CUST0633,Nancy Smith,14210,Student,2023-04-19,MA
CUST0634,Joseph Clark,64328,Salary,2022-12-01,MA
CUST0635,Thomas Taylor,49697,Salary,2023-05-06,TX
CUST0636,George Baker,33629,Salary,2024-12-25,NC
CUST0637,Susan Rodriguez,95579,Salary,2024-07-21,MI
CUST0638,Joseph Lee,76833,Salary,2024-12-31,NY
CUST0639,Christopher Moore,55502,Business,2022-01-17,IL
CUST0640,Lisa Clark,8525,Student,2024-10-17,MI
CUST0641,Robert Perez,13321,Student,2022-10-27,TX
CUST0642,Michael Wright,116726,Salary,2023-05-28,NJ
CUST0643,Elizabeth Roberts,68510,Salary,2024-06-26,GA
CUST0644,Joseph Robinson,37421,Salary,2023-03-03,FL
CUST0645,Daniel Hernandez,107713,Business,2024-12-02,CA
CUST0646,Betty Brown,40909,Retired,2023-04-29,OH
CUST0647,Karen Nguyen,30000,Salary,2023-05-13,FL
CUST0648,Steven Hall,73643,Salary,2022-07-03,IL
CUST0649,Lisa Carter,69227,Salary,2022-11-12,CA
CUST0650,Thomas Lee,18481,Student,2024-06-17,AZ
CUST0651,Edward Rodriguez,24245,Student,2024-09-20,NC
CUST0652,Andrew Hall,103164,Salary,2023-01-18,NJ
CUST0653,Kenneth Scott,68278,Salary,2022-11-14,PA
CUST0654,Andrew White,47337,Salary,2024-11-02,VA
CUST0655,Betty Roberts,139334,Salary,2022-05-10,GA
CUST0656,Kimberly Baker,15296,Student,2022-11-12,NJ
CUST0657,Carol Lee,75348,Salary,2022-05-17,FL
CUST0658,Susan Williams,74397,Salary,2023-01-28,OH
CUST0659,Brian Young,79952,Salary,2023-03-29,NC
CUST0660,Jessica Adams,42835,Retired,2022-06-13,NJ
CUST0661,Deborah Clark,12132,Student,2022-04-30,AZ
CUST0662,Robert Campbell,12266,Student,2022-06-09,TX
CUST0663,William Miller,74181,Salary,2023-01-24,GA
CUST0664,Susan Scott,92829,Business,2024-01-04,MA
CUST0665,William Hernandez,57179,Salary,2024-10-30,PA
CUST0666,Donald Thompson,77661,Salary,2023-10-27,WA
CUST0667,Edward Lee,68626,Salary,2023-03-15,GA
CUST0668,Betty Lewis,67560,Retired,2022-01-01,VA
CUST0669,Kenneth Johnson,20000,Retired,2023-09-11,IL
CUST0670,Jessica Lee,20458,Student,2023-07-20,NY
CUST0671,Joshua Torres,106152,Salary,2024-07-31,IL
CUST0672,Donna Thomas,30000,Salary,2023-09-08,GA
CUST0673,Edward Jones,13287,Student,2022-12-21,WA
CUST0674,George Torres,65714,Salary,2023-09-08,FL
CUST0675,Anthony Garcia,23887,Retired,2023-11-16,CA
CUST0676,Mark Davis,81109,Business,2022-01-24,GA
CUST0677,Kimberly Williams,47236,Salary,2022-11-03,WA
CUST0678,Amanda Campbell,71284,Retired,2024-10-30,CO
CUST0679,Barbara Rodriguez,98392,Salary,2022-04-11,WA
CUST0680,Sandra Roberts,21358,Student,2024-09-11,IL
CUST0681,Carol Torres,93042,Salary,2024-12-09,OH
CUST0682,Daniel Baker,46774,Salary,2024-04-27,TX
CUST0683,Kenneth Adams,12377,Student,2022-12-13,NY
CUST0684,Donald Flores,87234,Salary,2023-04-24,IL
CUST0685,Jennifer Davis,44447,Salary,2022-10-30,CA
CUST0686,John Perez,92825,Salary,2024-08-22,FL
CUST0687,Jessica Wright,68992,Salary,2022-10-17,NC
CUST0688,Brian King,65629,Salary,2022-05-04,CA
CUST0689,Patricia Robinson,92774,Salary,2023-07-10,NY
CUST0690,Betty Miller,86107,Salary,2024-03-02,NY
CUST0691,William Lee,13195,Student,2024-12-24,NJ
CUST0692,Emily Rivera,103983,Salary,2024-12-20,NY
CUST0693,Mary Thompson,47973,Salary,2023-09-12,AZ
CUST0694,Paul Moore,150797,Business,2024-03-03,CA
CUST0695,Mary Scott,89828,Salary,2023-12-01,NC
CUST0696,Anthony King,67261,Salary,2022-11-09,GA
CUST0697,Donald Wright,83153,Salary,2022-10-11,IL
CUST0698,David Martin,43722,Salary,2022-10-25,IL
CUST0699,Michael Scott,98101,Salary,2022-10-26,FL
CUST0700,Mark Clark,70377,Salary,2023-07-15,MI
CUST0701,Mary Carter,93864,Business,2023-04-18,NC
CUST0702,Jennifer Hall,101225,Salary,2024-08-18,NJ
CUST0703,Dorothy Walker,57391,Salary,2023-04-09,IL
CUST0704,Karen Clark,49577,Business,2023-02-20,GA
CUST0705,Donald Flores,42169,Business,2024-07-26,NJ
CUST0706,Kenneth Mitchell,150300,Business,2024-03-18,CO
CUST0707,Kimberly Adams,42989,Salary,2024-07-13,CA
CUST0708,Sarah King,71322,Retired,2022-03-22,CO
CUST0709,Patricia Gonzalez,30000,Salary,2023-09-16,MI
CUST0710,Christopher Flores,204823,Business,2022-10-19,CA
CUST0711,Paul Davis,16055,Student,2022-10-05,PA
CUST0712,Mary Lopez,72582,Salary,2023-02-18,VA
CUST0713,Carol Rivera,92754,Business,2022-09-11,PA
CUST0714,Jennifer King,139957,Business,2024-11-13,CO
CUST0715,Robert Roberts,44435,Retired,2022-11-04,PA
CUST0716,Patricia Clark,102583,Salary,2024-07-02,MI
CUST0717,Joseph Smith,77856,Salary,2024-10-16,NC
CUST0718,Dorothy Thomas,78758,Salary,2024-09-01,OH
CUST0719,John Thomas,101819,Business,2023-03-02,NC
CUST0720,Robert Martinez,117153,Business,2023-09-04,CA
CUST0721,Susan Hernandez,135390,Business,2022-12-30,MI
CUST0722,Robert Garcia,32246,Salary,2024-02-16,MI
CUST0723,Michael Jackson,41295,Salary,2023-07-17,NJ
CUST0724,Jessica Flores,93582,Salary,2024-12-19,CA
CUST0725,Melissa Jackson,128543,Business,2023-10-11,MA
CUST0726,David Flores,70400,Salary,2024-10-16,NJ
CUST0727,Melissa Jackson,75461,Salary,2022-02-19,OH
CUST0728,Jessica Flores,83690,Salary,2023-11-15,MA
CUST0729,Jessica Smith,93012,Business,2023-06-06,OH
CUST0730,Daniel Roberts,55542,Salary,2023-11-14,NY
CUST0731,Mary Lopez,79896,Salary,2023-11-24,OH
CUST0732,Robert Adams,50541,Salary,2024-08-01,IL
CUST0733,Mark Mitchell,17041,Student,2023-09-06,CA
CUST0734,Emily Wright,32435,Salary,2023-11-11,NY
CUST0735,Matthew Jones,100729,Salary,2022-03-05,IL
CUST0736,Richard Torres,86815,Salary,2022-08-28,CO
CUST0737,Daniel Rivera,81401,Salary,2022-06-27,CA
CUST0738,Nancy Wilson,99567,Salary,2024-02-06,MI
CUST0739,Donald Allen,23327,Student,2024-10-21,NY
CUST0740,Steven Campbell,20072,Student,2022-10-21,MI
CUST0741,Kimberly Baker,30000,Salary,2022-03-16,IL
CUST0742,John Martin,56021,Business,2022-06-28,CA
CUST0743,William King,59380,Salary,2023-10-02,MI
CUST0744,Christopher Moore,15130,Student,2022-08-29,WA
CUST0745,Michelle Scott,87941,Salary,2023-12-19,FL
CUST0746,Christopher Torres,56856,Salary,2023-09-30,GA
CUST0747,David Johnson,47802,Retired,2022-04-14,NJ
CUST0748,Susan Rivera,82231,Business,2023-10-02,VA
CUST0749,Andrew Garcia,59712,Salary,2022-07-10,VA
CUST0750,Ashley Miller,39833,Salary,2024-08-11,VA
CUST0751,Barbara Flores,31152,Retired,2024-03-13,NC
CUST0752,Lisa Lee,41208,Salary,2022-05-14,VA
CUST0753,Richard Jackson,71206,Business,2022-09-18,AZ
CUST0754,William Lee,20268,Student,2024-12-27,TX
CUST0755,Sarah Flores,51265,Salary,2024-09-14,GA
CUST0756,Donna Ramirez,140810,Salary,2023-12-02,MA
CUST0757,Michael Mitchell,87333,Salary,2024-08-06,NJ
CUST0758,Nancy Sanchez,79621,Salary,2024-02-16,TX
CUST0759,Jessica Rodriguez,10708,Student,2022-11-02,NY
CUST0760,Michelle Torres,92508,Salary,2023-10-11,VA
CUST0761,Sandra Rivera,36365,Retired,2022-01-17,AZ
CUST0762,Christopher Brown,46830,Retired,2022-04-19,AZ
CUST0763,Elizabeth Jackson,139002,Salary,2024-03-18,NY
CUST0764,Sandra Wright,115197,Business,2024-08-30,OH
CUST0765,Betty Clark,103732,Salary,2022-09-15,IL
CUST0766,Edward Young,34452,Retired,2022-10-06,MA
CUST0767,Ashley Hall,118251,Business,2024-07-19,MA
CUST0768,Matthew Anderson,119270,Salary,2022-01-16,PA
CUST0769,Sarah Rivera,59326,Salary,2024-01-22,NC
CUST0770,Betty Davis,72187,Retired,2022-06-13,NJ
CUST0771,Ronald Roberts,92694,Salary,2022-06-10,NC
CUST0772,Kevin Mitchell,91877,Business,2023-10-02,TX
CUST0773,Andrew Roberts,90810,Salary,2024-11-15,NY
CUST0774,Matthew Jackson,99314,Salary,2023-09-15,MI
CUST0775,Steven Nguyen,90545,Salary,2023-08-21,PA
CUST0776,Jennifer Rodriguez,7149,Student,2023-07-24,TX
CUST0777,Karen Taylor,83643,Business,2022-12-24,NY
CUST0778,Betty Lopez,13762,Student,2023-04-29,NC
CUST0779,Robert Perez,43883,Retired,2022-11-12,TX
CUST0780,Anthony Thomas,151034,Business,2022-12-09,VA
CUST0781,Carol Taylor,79443,Salary,2024-08-08,FL
CUST0782,Ronald Wright,41616,Salary,2024-03-09,GA
CUST0783,John Jackson,84505,Salary,2023-10-09,VA
CUST0784,Andrew Green,54159,Retired,2024-06-03,AZ
CUST0785,Karen Moore,88995,Salary,2024-03-12,FL
CUST0786,Amanda Nguyen,102020,Salary,2023-01-04,OH
CUST0787,Michael Smith,95848,Salary,2022-08-01,MA
CUST0788,Charles Gonzalez,86480,Salary,2022-07-08,CA
CUST0789,Jessica Hill,116492,Business,2022-09-03,FL
CUST0790,Ronald Adams,6695,Student,2023-01-13,PA
CUST0791,Michael Green,51444,Retired,2023-07-21,VA
CUST0792,Stephanie Lee,80192,Salary,2022-06-01,NC
CUST0793,Patricia Taylor,81789,Salary,2022-05-23,NC
CUST0794,Michelle Sanchez,56163,Business,2022-08-11,PA
CUST0795,Carol Miller,65947,Business,2022-07-31,VA
CUST0796,Stephanie Lewis,20266,Student,2022-11-01,NY
CUST0797,Anthony Moore,118022,Business,2024-03-12,IL
CUST0798,Dorothy Walker,92038,Salary,2022-05-24,MA
CUST0799,Stephanie Walker,75708,Salary,2024-01-06,FL
CUST0800,Carol Garcia,75744,Salary,2023-11-28,AZ
CUST0801,Carol Gonzalez,98457,Salary,2024-02-26,PA
CUST0802,William Green,62099,Salary,2024-06-15,AZ
CUST0803,Edward Nguyen,77403,Salary,2022-05-10,GA
CUST0804,Donald Johnson,63443,Salary,2023-11-23,CA
CUST0805,Carol Nelson,38483,Retired,2022-11-02,VA
CUST0806,Deborah Martinez,104541,Business,2024-08-23,NJ
CUST0807,Carol Rodriguez,80553,Salary,2022-04-13,NY
CUST0808,William Robinson,12606,Student,2022-05-11,PA
CUST0809,Michelle Anderson,21279,Student,2024-05-22,TX
CUST0810,Deborah Baker,52635,Salary,2022-10-09,CO
CUST0811,Jessica Carter,70328,Salary,2023-11-19,CA
CUST0812,Richard Hall,64007,Salary,2024-06-17,AZ
CUST0813,Kevin Flores,22235,Student,2022-02-02,CO
CUST0814,Jennifer Rivera,79914,Salary,2024-09-01,MI
CUST0815,Kimberly Lewis,100796,Salary,2022-12-24,MA
CUST0816,Dorothy Flores,45722,Business,2023-09-09,TX
CUST0817,Elizabeth King,133353,Business,2024-11-05,FL
CUST0818,Karen Brown,97241,Salary,2022-11-02,OH
CUST0819,Steven Young,77057,Salary,2022-03-30,PA
CUST0820,Charles Perez,101637,Salary,2022-04-18,VA
CUST0821,Dorothy Allen,62068,Salary,2023-04-27,FL
CUST0822,Joseph Mitchell,110234,Salary,2022-08-14,WA
CUST0823,Joseph Harris,132472,Salary,2024-09-19,GA
CUST0824,Michelle Robinson,65929,Salary,2022-10-07,PA
CUST0825,Karen Gonzalez,63862,Salary,2022-05-03,WA
CUST0826,Mark Hernandez,111335,Salary,2023-08-28,WA
CUST0827,Michelle Hernandez,114489,Salary,2024-12-04,GA
CUST0828,Donna Walker,61928,Salary,2024-05-26,VA
CUST0829,Donna Anderson,38697,Retired,2022-01-11,IL
CUST0830,Edward Roberts,67955,Salary,2024-03-18,CA
CUST0831,Donald Young,41389,Salary,2022-01-26,GA
CUST0832,Matthew Jackson,74067,Business,2022-07-05,GA
CUST0833,Ashley Torres,29938,Retired,2024-08-07,NY
CUST0834,Margaret Lopez,81610,Business,2022-01-03,AZ
CUST0835,Lisa King,74133,Salary,2023-07-07,CA
CUST0836,Jessica Baker,131711,Business,2023-11-19,TX
CUST0837,Amanda White,113763,Salary,2024-01-19,CA
CUST0838,Carol Scott,50041,Salary,2023-02-24,TX
CUST0839,Carol Walker,19922,Student,2023-04-07,OH
CUST0840,Paul Baker,69650,Salary,2022-05-10,MA
CUST0841,Elizabeth Walker,73763,Salary,2024-01-24,MI
CUST0842,Michael Gonzalez,91870,Salary,2024-03-11,VA
CUST0843,William Hernandez,46932,Salary,2022-10-31,NC
CUST0844,Kimberly Green,84560,Salary,2022-09-28,NY
CUST0845,Mary Jackson,79161,Salary,2023-04-21,OH
CUST0846,Donna Perez,87311,Salary,2024-12-21,WA
CUST0847,David Martin,16446,Student,2023-04-10,PA
CUST0848,Stephanie Brown,136383,Salary,2024-07-22,IL
CUST0849,Andrew Jackson,35434,Retired,2022-11-11,PA
CUST0850,Joshua Rodriguez,61725,Salary,2023-01-13,VA
CUST0851,Matthew Martinez,59421,Salary,2022-11-29,AZ
CUST0852,Dorothy Roberts,36668,Retired,2023-10-18,IL
CUST0853,Andrew Allen,88131,Business,2023-08-29,WA
CUST0854,Joshua Nelson,20945,Student,2024-06-24,IL
CUST0855,Robert Rodriguez,110513,Salary,2024-04-02,FL
CUST0856,Daniel Brown,60731,Salary,2023-03-31,OH
CUST0857,Jennifer Wright,78382,Business,2022-06-28,VA
CUST0858,Kenneth Hill,52071,Retired,2024-01-10,CA
CUST0859,Anthony White,61194,Salary,2023-12-21,NY
CUST0860,Jessica Campbell,151647,Business,2024-05-01,VA
CUST0861,Sandra Campbell,80073,Salary,2022-06-26,MA
CUST0862,Kimberly Perez,22264,Retired,2024-02-09,TX
CUST0863,Mark Lopez,197375,Business,2022-10-08,VA
CUST0864,Christopher Scott,119897,Salary,2023-09-11,NJ
CUST0865,Ashley Anderson,11936,Student,2022-11-12,NY
CUST0866,Kevin Walker,100615,Business,2023-08-13,FL
CUST0867,Sarah Johnson,16429,Student,2024-10-06,FL
CUST0868,Donna Walker,16672,Student,2024-09-01,MA
CUST0869,Betty Allen,18293,Student,2022-11-30,NY
CUST0870,George Rodriguez,125255,Salary,2023-07-13,AZ
CUST0871,Patricia Jackson,70576,Salary,2022-06-07,MI
CUST0872,William Hill,55043,Salary,2023-10-10,PA
CUST0873,Amanda Hall,40517,Salary,2023-12-22,AZ
CUST0874,Betty Roberts,56727,Salary,2022-11-30,NJ
CUST0875,Joseph Scott,74172,Salary,2022-06-06,FL
CUST0876,Matthew Martin,119864,Salary,2024-06-24,AZ
CUST0877,Lisa Lopez,62060,Salary,2022-08-31,MI
CUST0878,Barbara Hall,80595,Salary,2023-03-06,GA
CUST0879,Elizabeth Jones,14918,Student,2024-06-02,NY
CUST0880,Paul Nguyen,104710,Salary,2023-06-03,CA
CUST0881,William Davis,138173,Salary,2023-02-14,OH
CUST0882,Deborah Moore,61728,Salary,2024-10-22,AZ
CUST0883,Michael Miller,62764,Salary,2023-01-28,NY
CUST0884,John Campbell,60662,Retired,2024-10-29,FL
CUST0885,Susan Lewis,92047,Salary,2023-12-28,FL
CUST0886,Mark Davis,121168,Salary,2022-08-14,WA
CUST0887,Christopher Scott,89598,Salary,2024-10-08,CA
CUST0888,Nancy Baker,66018,Salary,2024-04-14,VA
CUST0889,Joseph Jones,53860,Retired,2024-01-23,NJ
CUST0890,Dorothy Baker,102718,Salary,2024-12-06,FL
CUST0891,Margaret Hall,161024,Business,2022-12-12,FL
CUST0892,Lisa Gonzalez,87682,Salary,2024-05-19,CO
CUST0893,Donna Nguyen,20333,Student,2024-03-30,NC
CUST0894,Margaret Young,104232,Salary,2024-07-20,NC
CUST0895,Kevin Rodriguez,109554,Salary,2022-04-19,NY
CUST0896,Susan Harris,91218,Salary,2022-07-17,WA
CUST0897,Dorothy Robinson,70822,Salary,2024-10-16,OH
CUST0898,Andrew Wright,47201,Retired,2022-03-06,NY
CUST0899,Elizabeth Harris,105163,Salary,2024-02-10,VA
CUST0900,Brian Roberts,10915,Student,2022-12-03,MI
CUST0901,Dorothy Carter,84217,Salary,2024-10-01,FL
CUST0902,Steven Scott,65167,Salary,2024-03-12,PA
CUST0903,Amanda Thompson,75719,Salary,2022-02-27,MI
CUST0904,Deborah Nguyen,21392,Student,2023-11-30,NY
