Transaction_ID,Account_Number,Date,Time,Amount,Transaction_Type,Category,Merchant_Name,Account_Balance
TXN017006,ACC10001962,2025-07-01,10:23:17,5915.0,Credit,Salary,Employer Direct Deposit,15095.35
TXN009890,ACC10001166,2025-07-01,10:24:17,5676.0,Credit,Salary,Employer Direct Deposit,27171.53
TXN020869,ACC10000147,2025-07-01,10:24:39,538.94,Debit,Travel,Expedia,67830.59
TXN017126,ACC10001978,2025-07-01,10:29:27,4342.0,Credit,Salary,Employer Direct Deposit,28069.27
TXN020870,ACC10000231,2025-07-01,10:31:12,292.66,Debit,Bills,Geico,52060.28
TXN011858,ACC10001390,2025-07-01,10:32:23,5614.0,Credit,Salary,Employer Direct Deposit,28708.35
TXN015938,ACC10001840,2025-07-01,10:35:25,4991.0,Credit,Salary,Employer Direct Deposit,26656.16
TXN003998,ACC10000510,2025-07-01,10:36:12,2314.0,Credit,Salary,Employer Direct Deposit,9194.43
TXN015158,ACC10001762,2025-07-01,10:36:14,8636.0,Credit,Salary,Employer Direct Deposit,21868.79
TXN006986,ACC10000844,2025-07-01,10:36:25,7430.0,Credit,Salary,Employer Direct Deposit,22307.93
TXN000590,ACC10000068,2025-07-01,10:36:28,3035.0,Credit,Salary,Employer Direct Deposit,16419.87
TXN012362,ACC10001446,2025-07-01,10:37:04,2581.0,Credit,Salary,Employer Direct Deposit,11967.97
TXN017246,ACC10001994,2025-07-01,10:38:44,7496.0,Credit,Salary,Employer Direct Deposit,18526.3
TXN004862,ACC10000612,2025-07-01,10:39:58,4871.0,Credit,Salary,Employer Direct Deposit,27788.0
TXN014222,ACC10001654,2025-07-01,10:40:16,7156.0,Credit,Salary,Employer Direct Deposit,23816.51
TXN010886,ACC10001274,2025-07-01,10:41:03,5974.0,Credit,Salary,Employer Direct Deposit,23600.71
TXN016802,ACC10001940,2025-07-01,10:42:24,2452.0,Credit,Salary,Employer Direct Deposit,15863.0
TXN006770,ACC10000816,2025-07-01,10:42:42,4465.0,Credit,Salary,Employer Direct Deposit,12737.52
TXN013250,ACC10001546,2025-07-01,10:43:11,5676.0,Credit,Salary,Employer Direct Deposit,28847.29
TXN013490,ACC10001574,2025-07-01,10:44:01,5990.0,Credit,Salary,Employer Direct Deposit,24855.0
TXN012758,ACC10001490,2025-07-01,10:44:11,5496.0,Credit,Salary,Employer Direct Deposit,21982.8
TXN005090,ACC10000636,2025-07-01,10:45:09,4203.0,Credit,Salary,Employer Direct Deposit,23384.56
TXN020871,ACC10001598,2025-07-01,10:45:23,35.92,Debit,Travel,Amtrack,11470.56
TXN002990,ACC10000384,2025-07-01,10:46:42,6026.0,Credit,Salary,Employer Direct Deposit,16196.42
TXN004922,ACC10000618,2025-07-01,10:47:48,5542.0,Credit,Salary,Employer Direct Deposit,11911.66
TXN016382,ACC10001900,2025-07-01,10:48:48,5068.0,Credit,Salary,Employer Direct Deposit,18518.98
TXN017150,ACC10001982,2025-07-01,10:49:15,5013.0,Credit,Salary,Employer Direct Deposit,15827.0
TXN002798,ACC10000358,2025-07-01,10:49:50,4274.0,Credit,Salary,Employer Direct Deposit,14311.89
TXN008330,ACC10000984,2025-07-01,10:51:41,7000.0,Credit,Salary,Employer Direct Deposit,19365.43
TXN002510,ACC10000320,2025-07-01,10:52:39,5713.0,Credit,Salary,Employer Direct Deposit,24941.0
TXN007346,ACC10000880,2025-07-01,10:53:55,4601.0,Credit,Salary,Employer Direct Deposit,17690.73
TXN000566,ACC10000066,2025-07-01,10:54:12,4666.0,Credit,Salary,Employer Direct Deposit,13862.96
TXN015086,ACC10001754,2025-07-01,10:55:24,3879.0,Credit,Salary,Employer Direct Deposit,12888.1
TXN003470,ACC10000456,2025-07-01,10:56:12,3004.0,Credit,Salary,Employer Direct Deposit,15310.3
TXN020872,ACC10000615,2025-07-01,10:59:10,59.02,Debit,Bills,Geico,40074.94
TXN004586,ACC10000578,2025-07-01,10:59:18,5127.0,Credit,Salary,Employer Direct Deposit,21679.0
TXN007586,ACC10000902,2025-07-01,10:59:42,4590.0,Credit,Salary,Employer Direct Deposit,12171.57
TXN001586,ACC10000194,2025-07-01,10:59:59,5150.0,Credit,Salary,Employer Direct Deposit,13206.0
TXN005462,ACC10000674,2025-07-01,11:00:23,3398.0,Credit,Salary,Employer Direct Deposit,19115.39
TXN004046,ACC10000514,2025-07-01,11:01:00,6667.0,Credit,Salary,Employer Direct Deposit,24560.66
TXN000938,ACC10000112,2025-07-01,11:07:17,6143.0,Credit,Salary,Employer Direct Deposit,30490.89
TXN006518,ACC10000790,2025-07-01,11:09:51,6530.0,Credit,Salary,Employer Direct Deposit,17173.0
TXN016418,ACC10001904,2025-07-01,11:10:52,5238.0,Credit,Salary,Employer Direct Deposit,26891.21
TXN016154,ACC10001868,2025-07-01,11:11:52,1875.0,Credit,Salary,Employer Direct Deposit,10757.99
TXN005402,ACC10000666,2025-07-01,11:11:57,4806.0,Credit,Salary,Employer Direct Deposit,24639.54
TXN004142,ACC10000524,2025-07-01,11:13:19,4594.0,Credit,Salary,Employer Direct Deposit,27081.66
TXN000062,ACC10000008,2025-07-01,11:13:28,7067.0,Credit,Salary,Employer Direct Deposit,32864.41
TXN010814,ACC10001268,2025-07-01,11:13:55,4020.0,Credit,Salary,Employer Direct Deposit,22476.0
TXN013298,ACC10001550,2025-07-01,11:14:08,5659.0,Credit,Salary,Employer Direct Deposit,27283.54
TXN008618,ACC10001018,2025-07-01,11:14:44,4763.0,Credit,Salary,Employer Direct Deposit,28404.0
TXN015290,ACC10001774,2025-07-01,11:17:46,5600.0,Credit,Salary,Employer Direct Deposit,13604.74
TXN011138,ACC10001306,2025-07-01,11:18:13,4267.0,Credit,Salary,Employer Direct Deposit,17772.3
TXN016262,ACC10001886,2025-07-01,11:19:06,5703.0,Credit,Salary,Employer Direct Deposit,16406.44
TXN001610,ACC10000198,2025-07-01,11:22:20,4696.0,Credit,Salary,Employer Direct Deposit,20767.48
TXN015542,ACC10001802,2025-07-01,11:22:39,5264.0,Credit,Salary,Employer Direct Deposit,23532.0
TXN009710,ACC10001142,2025-07-01,11:23:56,4716.0,Credit,Salary,Employer Direct Deposit,20402.0
TXN012554,ACC10001464,2025-07-01,11:24:28,3159.0,Credit,Salary,Employer Direct Deposit,23011.79
TXN016442,ACC10001906,2025-07-01,11:24:33,2732.0,Credit,Salary,Employer Direct Deposit,6929.97
TXN009338,ACC10001102,2025-07-01,11:24:47,4823.0,Credit,Salary,Employer Direct Deposit,24295.78
TXN005714,ACC10000706,2025-07-01,11:27:46,6028.0,Credit,Salary,Employer Direct Deposit,20704.47
TXN014798,ACC10001718,2025-07-01,11:31:42,3825.0,Credit,Salary,Employer Direct Deposit,14164.6
TXN006542,ACC10000794,2025-07-01,11:31:56,2011.0,Credit,Salary,Employer Direct Deposit,9309.39
TXN007082,ACC10000852,2025-07-01,11:33:16,6826.0,Credit,Salary,Employer Direct Deposit,29521.57
TXN020873,ACC10001996,2025-07-01,11:33:51,500.53,Debit,Shopping,Nike,23114.91
TXN009842,ACC10001160,2025-07-01,11:34:30,6475.0,Credit,Salary,Employer Direct Deposit,15837.37
TXN013934,ACC10001628,2025-07-01,11:34:33,4995.0,Credit,Salary,Employer Direct Deposit,23671.0
TXN004514,ACC10000572,2025-07-01,11:35:41,1875.0,Credit,Salary,Employer Direct Deposit,9034.0
TXN020874,ACC10001806,2025-07-01,11:36:59,9.01,Debit,Travel,Chevron,15789.28
TXN002414,ACC10000310,2025-07-01,11:37:58,5145.0,Credit,Salary,Employer Direct Deposit,12533.09
TXN003254,ACC10000420,2025-07-01,11:38:10,10707.0,Credit,Salary,Employer Direct Deposit,30832.94
TXN014726,ACC10001710,2025-07-01,11:39:08,6907.0,Credit,Salary,Employer Direct Deposit,24759.72
TXN011606,ACC10001364,2025-07-01,11:39:26,2923.0,Credit,Salary,Employer Direct Deposit,15169.16
TXN004190,ACC10000528,2025-07-01,11:40:03,3087.0,Credit,Salary,Employer Direct Deposit,6155.29
TXN004886,ACC10000614,2025-07-01,11:42:36,6684.0,Credit,Salary,Employer Direct Deposit,13062.02
TXN016778,ACC10001938,2025-07-01,11:44:53,4625.0,Credit,Salary,Employer Direct Deposit,22513.0
TXN006170,ACC10000756,2025-07-01,11:49:37,4974.0,Credit,Salary,Employer Direct Deposit,15929.57
TXN020875,ACC10001514,2025-07-01,11:50:59,20.07,Debit,Shopping,Macy's,11199.61
TXN009050,ACC10001072,2025-07-01,11:52:12,4762.0,Credit,Salary,Employer Direct Deposit,21843.83
TXN001910,ACC10000240,2025-07-01,11:55:20,5862.0,Credit,Salary,Employer Direct Deposit,28416.31
TXN001826,ACC10000224,2025-07-01,11:55:29,4646.0,Credit,Salary,Employer Direct Deposit,19283.48
TXN003782,ACC10000490,2025-07-01,11:55:33,2812.0,Credit,Salary,Employer Direct Deposit,22469.28
TXN006038,ACC10000742,2025-07-01,11:56:21,4726.0,Credit,Salary,Employer Direct Deposit,23684.15
TXN008270,ACC10000978,2025-07-01,11:58:51,7324.0,Credit,Salary,Employer Direct Deposit,19567.6
TXN020876,ACC10001198,2025-07-01,12:11:12,35.27,Debit,Food,Whole Foods,22590.27
TXN020877,ACC10001964,2025-07-01,12:23:14,682.07,Debit,Shopping,Apple Store,-635.88
TXN020878,ACC10000649,2025-07-01,12:24:33,326.98,Debit,Bills,Water Utility,38060.86
TXN020879,ACC10000343,2025-07-01,12:30:23,62.92,Credit,Refund,Cash Deposit ATM,25676.54
TXN020880,ACC10001464,2025-07-01,12:31:48,623.56,Debit,Shopping,BestBuy,22388.23
TXN020881,ACC10000565,2025-07-01,12:39:48,50.0,Credit,Deposit,Cash Deposit ATM,31484.53
TXN020882,ACC10001912,2025-07-01,13:18:49,115.53,Debit,Food,UberEats,17670.44
TXN020883,ACC10001973,2025-07-01,13:35:55,40.0,Debit,Cash Withdrawal,ATM Cash Out,72542.0
TXN020884,ACC10001840,2025-07-01,13:51:08,108.33,Credit,Interest,Merchant Refund,26764.49
TXN020885,ACC10001881,2025-07-01,14:09:29,217.64,Debit,Bills,Comcast,20089.57
TXN020886,ACC10001224,2025-07-01,14:18:28,100.68,Credit,Refund,Merchant Refund,8231.96
TXN020887,ACC10001401,2025-07-01,14:27:26,18.29,Debit,Travel,Amtrack,17458.99
TXN020888,ACC10000189,2025-07-01,15:12:34,264.77,Debit,Bills,Comcast,16330.92
TXN020889,ACC10001526,2025-07-01,15:29:25,11.92,Debit,Travel,Shell,21214.31
TXN020890,ACC10000411,2025-07-01,15:36:31,129.09,Debit,Food,Kroger,53831.91
TXN020891,ACC10001664,2025-07-01,15:44:28,54.03,Debit,Food,Starbucks,169.02
TXN020892,ACC10001897,2025-07-01,15:46:06,60.58,Credit,Interest,Cash Deposit ATM,40448.44
TXN020893,ACC10001914,2025-07-01,15:49:46,65.25,Debit,Bills,Water Utility,10844.75
TXN020894,ACC10000437,2025-07-01,15:58:47,29.52,Debit,Travel,Shell,91169.51
TXN020895,ACC10000159,2025-07-01,16:10:35,12.31,Debit,Food,McDonalds,39269.91
TXN020896,ACC10000973,2025-07-01,16:19:46,544.39,Debit,Travel,Airbnb,82271.99
TXN020897,ACC10001576,2025-07-01,16:27:02,340.29,Debit,Shopping,Macy's,12254.65
TXN020898,ACC10001359,2025-07-01,16:36:28,14.88,Debit,Food,UberEats,42679.6
TXN020899,ACC10001538,2025-07-01,16:53:28,200.0,Debit,Cash Withdrawal,ATM Withdrawal,5861.0
TXN020900,ACC10000641,2025-07-01,16:54:40,1178.03,Debit,Shopping,Home Depot,25940.31
TXN020901,ACC10001407,2025-07-01,17:03:01,149.34,Credit,Refund,Merchant Refund,5461.22
TXN020902,ACC10001631,2025-07-01,17:06:51,129.36,Debit,Shopping,Nike,21785.61
TXN020903,ACC10000361,2025-07-01,17:19:52,124.28,Debit,Food,UberEats,59621.05
TXN020904,ACC10001308,2025-07-01,17:23:09,468.26,Debit,Shopping,Apple Store,10012.0
TXN020905,ACC10001209,2025-07-01,17:41:27,200.0,Credit,Deposit,Merchant Refund,94414.4
TXN020906,ACC10000317,2025-07-01,17:50:22,26.66,Debit,Travel,Uber,77437.5
TXN020907,ACC10000839,2025-07-01,18:08:23,50.0,Credit,Deposit,Merchant Refund,7393.21
TXN020908,ACC10001686,2025-07-01,18:38:03,285.19,Debit,Bills,Water Utility,14127.46
TXN020909,ACC10001934,2025-07-01,18:45:40,11.98,Debit,Travel,Chevron,9728.93
TXN020910,ACC10001974,2025-07-01,18:48:40,12.44,Debit,Shopping,Target,3228.39
TXN020911,ACC10001338,2025-07-01,18:49:46,-12.03,Credit,Interest,Merchant Refund,1230.74
TXN020912,ACC10001829,2025-07-01,18:59:41,38.77,Debit,Food,Chipotle,24730.49
TXN020913,ACC10000273,2025-07-01,19:07:57,139.82,Debit,Food,UberEats,28024.68
TXN020914,ACC10001940,2025-07-01,19:08:11,10.72,Debit,Travel,Airbnb,15852.28
TXN020915,ACC10000060,2025-07-01,19:20:37,1047.43,Debit,Shopping,Home Depot,17200.8
TXN020916,ACC10001060,2025-07-01,19:20:53,89.19,Debit,Bills,Comcast,21169.83
TXN020917,ACC10000592,2025-07-01,19:39:21,125.47,Debit,Bills,Electric Co,24788.12
TXN020918,ACC10001613,2025-07-01,20:00:56,11.74,Debit,Food,Chipotle,26694.31
TXN020919,ACC10000445,2025-07-01,20:10:39,80.45,Debit,Food,Chipotle,59753.43
TXN020920,ACC10000019,2025-07-01,20:12:29,116.32,Debit,Food,Chipotle,48690.95
TXN020921,ACC10000839,2025-07-01,20:15:21,38.32,Debit,Travel,Delta Airlines,7354.89
TXN020922,ACC10000127,2025-07-01,20:17:24,9.73,Debit,Travel,Chevron,42879.94
TXN020923,ACC10000588,2025-07-01,20:31:20,87.54,Debit,Shopping,Apple Store,1461.32
TXN020924,ACC10001290,2025-07-01,20:51:47,510.15,Debit,Shopping,Walmart,2537.16
TXN020925,ACC10000599,2025-07-01,20:57:04,122.17,Debit,Food,Starbucks,70535.97
TXN020926,ACC10000507,2025-07-01,21:20:44,12.08,Debit,Food,Starbucks,77083.97
TXN020927,ACC10000321,2025-07-01,21:24:46,32.48,Debit,Travel,Chevron,18857.02
TXN020928,ACC10000286,2025-07-01,21:41:51,503.37,Debit,Travel,Shell,18978.95
TXN020929,ACC10001058,2025-07-01,21:48:12,14.89,Debit,Food,Dominos,19403.56
TXN020930,ACC10001381,2025-07-01,22:29:29,103.46,Credit,Refund,Merchant Refund,97585.49
TXN020931,ACC10000924,2025-07-01,23:02:12,607.66,Debit,Shopping,Walmart,20088.74
TXN020932,ACC10000260,2025-07-01,23:03:06,500.0,Credit,Deposit,Bank Interest Payment,9692.82
TXN020933,ACC10001297,2025-07-01,23:04:19,129.93,Debit,Food,UberEats,70021.55
TXN020934,ACC10001115,2025-07-01,23:11:58,1000.0,Credit,Deposit,Cash Deposit ATM,89785.63
TXN020935,ACC10000772,2025-07-01,23:28:37,63.95,Debit,Food,McDonalds,11655.28
TXN020936,ACC10000679,2025-07-01,23:37:51,38.24,Debit,Travel,Uber,70022.09
TXN020937,ACC10000379,2025-07-02,00:19:50,31.01,Debit,Travel,Expedia,67295.56
TXN020938,ACC10000308,2025-07-02,00:24:13,125.94,Debit,Food,Whole Foods,14726.81
TXN020939,ACC10000691,2025-07-02,00:42:08,16.14,Debit,Food,UberEats,4561.02
TXN020940,ACC10000082,2025-07-02,00:46:46,85.85,Debit,Food,Kroger,16656.13
TXN020941,ACC10000886,2025-07-02,01:50:00,13.79,Credit,Refund,Cash Deposit ATM,22212.29
TXN020942,ACC10001200,2025-07-02,01:54:15,620.31,Debit,Shopping,BestBuy,10434.8
TXN020943,ACC10001872,2025-07-02,01:56:40,112.94,Debit,Food,Dominos,10441.67
TXN020944,ACC10001248,2025-07-02,02:17:16,32.43,Debit,Travel,Chevron,23395.89
TXN020945,ACC10001246,2025-07-02,02:28:48,821.09,Debit,Shopping,Target,9034.92
TXN020946,ACC10000760,2025-07-02,03:33:27,92.15,Debit,Food,Dominos,18818.41
TXN020947,ACC10000282,2025-07-02,03:59:47,52.15,Debit,Food,Dominos,2511.85
TXN020948,ACC10000907,2025-07-02,04:25:22,82.35,Debit,Food,Dominos,14132.42
TXN020949,ACC10001193,2025-07-02,04:39:05,108.46,Debit,Food,Whole Foods,6010.45
TXN020950,ACC10001444,2025-07-02,04:49:10,162.18,Debit,Bills,Netflix,17673.83
TXN020951,ACC10001639,2025-07-02,04:58:34,262.5,Debit,Travel,Shell,24698.5
TXN020952,ACC10000523,2025-07-02,05:12:25,38.05,Debit,Travel,Chevron,92374.02
TXN020953,ACC10000498,2025-07-02,05:44:13,179.5,Debit,Bills,Spotify,17024.43
TXN020954,ACC10001130,2025-07-02,05:50:12,209.63,Debit,Travel,Amtrack,16692.81
TXN020955,ACC10001131,2025-07-02,06:02:43,45.19,Debit,Food,UberEats,52595.74
TXN020956,ACC10000446,2025-07-02,06:07:43,145.9,Debit,Food,UberEats,10711.23
TXN020957,ACC10001173,2025-07-02,06:08:22,48.51,Debit,Food,Subway,39179.22
TXN020958,ACC10000708,2025-07-02,06:20:43,146.45,Debit,Food,Subway,10507.54
TXN020959,ACC10001279,2025-07-02,06:30:22,75.98,Credit,Interest,Cash Deposit ATM,50730.61
TXN020960,ACC10000592,2025-07-02,06:39:08,16.9,Debit,Food,Chipotle,24771.22
TXN020961,ACC10001184,2025-07-02,06:49:54,57.86,Credit,Interest,Bank Interest Payment,8455.05
TXN020962,ACC10001534,2025-07-02,07:04:15,1000.0,Credit,Deposit,Merchant Refund,10583.69
TXN020963,ACC10001957,2025-07-02,07:30:21,96.74,Credit,Interest,Cash Deposit ATM,64590.47
TXN020964,ACC10001813,2025-07-02,07:33:30,100.0,Credit,Deposit,Merchant Refund,48568.77
TXN020965,ACC10001008,2025-07-02,07:48:21,145.71,Debit,Food,Whole Foods,7789.54
TXN013766,ACC10001606,2025-07-02,08:01:39,4838.0,Credit,Salary,Employer Direct Deposit,25059.49
TXN004946,ACC10000620,2025-07-02,08:01:51,4372.0,Credit,Salary,Employer Direct Deposit,19265.0
TXN016310,ACC10001892,2025-07-02,08:05:37,3016.0,Credit,Salary,Employer Direct Deposit,8328.4
TXN012926,ACC10001510,2025-07-02,08:06:25,3204.0,Credit,Salary,Employer Direct Deposit,14278.93
TXN009386,ACC10001106,2025-07-02,08:09:51,6512.0,Credit,Salary,Employer Direct Deposit,24417.0
TXN014174,ACC10001650,2025-07-02,08:11:48,3991.0,Credit,Salary,Employer Direct Deposit,14675.71
TXN020966,ACC10000981,2025-07-02,08:12:09,122.01,Debit,Food,Dominos,61275.74
TXN010178,ACC10001194,2025-07-02,08:12:48,4266.0,Credit,Salary,Employer Direct Deposit,16342.0
TXN004286,ACC10000540,2025-07-02,08:14:17,4892.0,Credit,Salary,Employer Direct Deposit,22924.03
TXN005858,ACC10000720,2025-07-02,08:14:29,3395.0,Credit,Salary,Employer Direct Deposit,12886.43
TXN010574,ACC10001242,2025-07-02,08:15:06,3452.0,Credit,Salary,Employer Direct Deposit,15465.3
TXN008726,ACC10001030,2025-07-02,08:17:11,3786.0,Credit,Salary,Employer Direct Deposit,23419.98
TXN011882,ACC10001392,2025-07-02,08:20:46,4204.0,Credit,Salary,Employer Direct Deposit,17190.0
TXN007442,ACC10000890,2025-07-02,08:21:20,2649.0,Credit,Salary,Employer Direct Deposit,6925.65
TXN009554,ACC10001122,2025-07-02,08:25:57,5140.0,Credit,Salary,Employer Direct Deposit,26678.57
TXN006062,ACC10000744,2025-07-02,08:26:37,5466.0,Credit,Salary,Employer Direct Deposit,13169.94
TXN004118,ACC10000522,2025-07-02,08:27:54,3239.0,Credit,Salary,Employer Direct Deposit,23803.91
TXN011426,ACC10001342,2025-07-02,08:27:59,6634.0,Credit,Salary,Employer Direct Deposit,19620.54
TXN010994,ACC10001288,2025-07-02,08:28:51,2339.0,Credit,Salary,Employer Direct Deposit,13745.24
TXN004094,ACC10000520,2025-07-02,08:28:55,5898.0,Credit,Salary,Employer Direct Deposit,18323.98
TXN003806,ACC10000492,2025-07-02,08:29:57,4165.0,Credit,Salary,Employer Direct Deposit,10259.25
TXN008366,ACC10000988,2025-07-02,08:32:39,3342.0,Credit,Salary,Employer Direct Deposit,16431.75
TXN000818,ACC10000100,2025-07-02,08:33:50,1933.0,Credit,Salary,Employer Direct Deposit,11948.48
TXN013406,ACC10001566,2025-07-02,08:34:22,5282.0,Credit,Salary,Employer Direct Deposit,29321.05
TXN012506,ACC10001460,2025-07-02,08:35:22,3471.0,Credit,Salary,Employer Direct Deposit,14475.99
TXN004022,ACC10000512,2025-07-02,08:36:27,3931.0,Credit,Salary,Employer Direct Deposit,23784.91
TXN003590,ACC10000468,2025-07-02,08:38:51,3669.0,Credit,Salary,Employer Direct Deposit,11590.93
TXN001250,ACC10000150,2025-07-02,08:40:05,1875.0,Credit,Salary,Employer Direct Deposit,6990.49
TXN010118,ACC10001188,2025-07-02,08:40:59,5209.0,Credit,Salary,Employer Direct Deposit,15704.74
TXN008090,ACC10000962,2025-07-02,08:45:05,4488.0,Credit,Salary,Employer Direct Deposit,23965.62
TXN005426,ACC10000668,2025-07-02,08:45:33,3629.0,Credit,Salary,Employer Direct Deposit,12884.75
TXN016538,ACC10001914,2025-07-02,08:45:34,5223.0,Credit,Salary,Employer Direct Deposit,16067.75
TXN016046,ACC10001856,2025-07-02,08:46:06,5277.0,Credit,Salary,Employer Direct Deposit,26908.19
TXN012098,ACC10001414,2025-07-02,08:46:12,2687.0,Credit,Salary,Employer Direct Deposit,15087.9
TXN013358,ACC10001562,2025-07-02,08:46:28,4965.0,Credit,Salary,Employer Direct Deposit,18208.0
TXN016358,ACC10001898,2025-07-02,08:47:26,4616.0,Credit,Salary,Employer Direct Deposit,21365.25
TXN009602,ACC10001128,2025-07-02,08:48:28,4178.0,Credit,Salary,Employer Direct Deposit,20259.29
TXN017270,ACC10001996,2025-07-02,08:49:10,5689.0,Credit,Salary,Employer Direct Deposit,28803.91
TXN003134,ACC10000408,2025-07-02,08:49:45,6334.0,Credit,Salary,Employer Direct Deposit,17666.0
TXN013070,ACC10001526,2025-07-02,08:50:44,8688.0,Credit,Salary,Employer Direct Deposit,29902.31
TXN006698,ACC10000810,2025-07-02,08:52:27,3984.0,Credit,Salary,Employer Direct Deposit,11630.59
TXN003854,ACC10000496,2025-07-02,08:53:47,3667.0,Credit,Salary,Employer Direct Deposit,18094.05
TXN008762,ACC10001034,2025-07-02,08:58:59,5470.0,Credit,Salary,Employer Direct Deposit,15478.32
TXN015134,ACC10001760,2025-07-02,08:59:39,6544.0,Credit,Salary,Employer Direct Deposit,14965.13
TXN015038,ACC10001750,2025-07-02,09:00:12,4636.0,Credit,Salary,Employer Direct Deposit,11612.26
TXN000974,ACC10000116,2025-07-02,09:01:38,4204.0,Credit,Salary,Employer Direct Deposit,21429.82
TXN003830,ACC10000494,2025-07-02,09:01:54,3945.0,Credit,Salary,Employer Direct Deposit,23360.39
TXN010346,ACC10001216,2025-07-02,09:02:03,2743.0,Credit,Salary,Employer Direct Deposit,11053.01
TXN010730,ACC10001258,2025-07-02,09:02:22,4775.0,Credit,Salary,Employer Direct Deposit,20663.97
TXN010154,ACC10001192,2025-07-02,09:03:30,3891.0,Credit,Salary,Employer Direct Deposit,15956.11
TXN007514,ACC10000896,2025-07-02,09:05:22,3219.0,Credit,Salary,Employer Direct Deposit,14519.06
TXN000386,ACC10000048,2025-07-02,09:06:06,2461.0,Credit,Salary,Employer Direct Deposit,10133.07
TXN007106,ACC10000854,2025-07-02,09:06:13,3180.0,Credit,Salary,Employer Direct Deposit,21494.0
TXN007754,ACC10000926,2025-07-02,09:06:17,3594.0,Credit,Salary,Employer Direct Deposit,17466.0
TXN006146,ACC10000754,2025-07-02,09:07:48,6050.0,Credit,Salary,Employer Direct Deposit,23100.4
TXN005618,ACC10000690,2025-07-02,09:09:01,3952.0,Credit,Salary,Employer Direct Deposit,17935.49
TXN016514,ACC10001912,2025-07-02,09:09:21,6433.0,Credit,Salary,Employer Direct Deposit,24103.44
TXN011522,ACC10001354,2025-07-02,09:10:26,2952.0,Credit,Salary,Employer Direct Deposit,12079.81
TXN001442,ACC10000176,2025-07-02,09:11:00,5201.0,Credit,Salary,Employer Direct Deposit,13309.93
TXN010202,ACC10001196,2025-07-02,09:11:23,3158.0,Credit,Salary,Employer Direct Deposit,18164.0
TXN012422,ACC10001452,2025-07-02,09:12:21,4400.0,Credit,Salary,Employer Direct Deposit,19047.07
TXN007262,ACC10000872,2025-07-02,09:12:28,4803.0,Credit,Salary,Employer Direct Deposit,11628.0
TXN012338,ACC10001444,2025-07-02,09:14:41,2015.0,Credit,Salary,Employer Direct Deposit,19688.83
TXN015518,ACC10001798,2025-07-02,09:15:13,6573.0,Credit,Salary,Employer Direct Deposit,22263.52
TXN000890,ACC10000106,2025-07-02,09:15:30,3630.0,Credit,Salary,Employer Direct Deposit,11509.64
TXN020967,ACC10000887,2025-07-02,09:16:33,87.95,Debit,Food,Starbucks,15824.26
TXN015314,ACC10001776,2025-07-02,09:17:39,4126.0,Credit,Salary,Employer Direct Deposit,14801.42
TXN010010,ACC10001176,2025-07-02,09:18:11,3360.0,Credit,Salary,Employer Direct Deposit,11037.87
TXN004166,ACC10000526,2025-07-02,09:20:42,1875.0,Credit,Salary,Employer Direct Deposit,9351.04
TXN011210,ACC10001314,2025-07-02,09:20:49,4709.0,Credit,Salary,Employer Direct Deposit,11202.99
TXN020968,ACC10000050,2025-07-02,09:23:08,256.39,Debit,Bills,Comcast,8765.76
TXN007898,ACC10000942,2025-07-02,09:23:16,4258.0,Credit,Salary,Employer Direct Deposit,17464.8
TXN013562,ACC10001584,2025-07-02,09:24:52,5012.0,Credit,Salary,Employer Direct Deposit,15665.68
TXN000494,ACC10000058,2025-07-02,09:25:13,3749.0,Credit,Salary,Employer Direct Deposit,17008.0
TXN011234,ACC10001316,2025-07-02,09:25:35,4650.0,Credit,Salary,Employer Direct Deposit,12463.33
TXN010406,ACC10001222,2025-07-02,09:26:19,5710.0,Credit,Salary,Employer Direct Deposit,16181.0
TXN004994,ACC10000626,2025-07-02,09:27:16,5977.0,Credit,Salary,Employer Direct Deposit,23403.0
TXN004838,ACC10000610,2025-07-02,09:28:01,4655.0,Credit,Salary,Employer Direct Deposit,13508.62
TXN017066,ACC10001970,2025-07-02,09:29:28,4682.0,Credit,Salary,Employer Direct Deposit,22742.98
TXN001346,ACC10000162,2025-07-02,09:30:45,4344.0,Credit,Salary,Employer Direct Deposit,11054.64
TXN005738,ACC10000708,2025-07-02,09:33:04,4438.0,Credit,Salary,Employer Direct Deposit,14945.54
TXN016490,ACC10001910,2025-07-02,09:33:32,4559.0,Credit,Salary,Employer Direct Deposit,12114.34
TXN014966,ACC10001744,2025-07-02,09:33:51,3440.0,Credit,Salary,Employer Direct Deposit,22593.28
TXN001418,ACC10000174,2025-07-02,09:34:46,6118.0,Credit,Salary,Employer Direct Deposit,19221.63
TXN001754,ACC10000218,2025-07-02,09:35:12,5090.0,Credit,Salary,Employer Direct Deposit,22990.68
TXN011978,ACC10001400,2025-07-02,09:39:32,4399.0,Credit,Salary,Employer Direct Deposit,12024.31
TXN012830,ACC10001498,2025-07-02,09:43:32,3732.0,Credit,Salary,Employer Direct Deposit,22497.93
TXN006326,ACC10000772,2025-07-02,09:44:55,4922.0,Credit,Salary,Employer Direct Deposit,16577.28
TXN017306,ACC10002000,2025-07-02,09:45:21,5582.0,Credit,Salary,Employer Direct Deposit,20228.38
TXN009494,ACC10001116,2025-07-02,09:47:10,4012.0,Credit,Salary,Employer Direct Deposit,21645.9
TXN014990,ACC10001746,2025-07-02,09:47:28,2532.0,Credit,Salary,Employer Direct Deposit,20844.22
